Reporter Name,Partner Name,Trade Flow,Product Group,Indicator,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
New Zealand, World,Import,  All Products,AHS Weighted Average (%),,,,,11.24373214,9.019039312,,,4.83295848,4.149077696,3.568271359,3.003821302,2.365726086,3.608718571,3.846467497,4.205776844,4.319881725,4.137665873,4.52096098,2.621437512,1.824721517,1.675451554,5.534641691,2.114686025,2.322602234,1.377583657,1.312733282,1.318639068,1.272797965,1.346373687,2.596273213,0.912794294,0.854321575,0.856934927,1.730875038
Nicaragua, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,5.553178293,8.263192648,5.935774769,4.532046147,8.266750041,2.865350032,3.115758998,2.89050004,2.933535346,3.756567182,5.461556585,4.127808399,3.588125059,4.397569116,2.368528607,2.103735248,2.883632443,2.871524911,1.744840871,1.953148207,1.934352387,2.174896883,2.331833081,1.945076165,1.860426941,1.842304855,1.956630115,2.050503479
Niger, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,13.66120965,12.81381273,12.67249345,11.68867605,11.9881265,9.578225363,9.409755147,9.40975353,9.409755147,10.31013536,9.695695678,9.560969119,10.20811117,9.280668753,8.069904493,8.213865265,11.92201936,11.02236941,9.271341345,8.056875899,8.458098967,8.693823912
Nigeria, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,16.06162372,16.20533301,16.20533301,19.77073503,19.98507509,21.47468273,18.45192585,20.61553254,,,9.395224077,9.873329727,9.78826478,9.825443177,10.69719137,10.15290148,9.915005974,10.06631381,11.34147739,8.217960417,8.515522348,8.440327504,9.324849588,7.95427069,12.36615952,12.19995772,9.369382486
North Macedonia, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,9.289632434,7.741233494,9.461232103,8.09105896,3.71198616,4.446253456,5.758824823,3.587730872,3.391846858,2.922511203,2.215623141,2.068709516,7.142682773,2.256749872,1.208243851,3.956963806,1.915370782,1.940058447,1.937550691,1.743928668,2.377996849,2.347329093
Norway, World,Import,  All Products,AHS Weighted Average (%),,,,,,1.258245449,,6.453722862,2.41441366,4.418314032,3.607371095,2.485971798,3.44635538,3.106627218,2.654430954,2.451420749,2.790558555,2.872221432,2.349265801,2.572045643,2.46352486,2.330440063,3.037659166,3.354665397,3.565822803,3.818862208,3.000375791,3.516162123,3.410626047,3.128073259,3.200077142,2.616630909,2.802387244,3.004856106,2.428635985
Occ.Pal.Terr, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,3.335642545,3.329437234,2.147003407,1.124950401,2.184395551,,,,,
Oman, World,Import,  All Products,AHS Weighted Average (%),,,,,7.433804831,,,,,4.493971796,,,,12.73158617,13.6502617,5.070248276,4.684075953,3.219135148,3.396413467,3.289941419,2.746200592,2.906326734,,,2.341081225,2.450535923,2.41436649,1.904772379,1.462224183,1.734149936,1.734822159,1.712190799,1.707840568,2.004799204,2.205035902
Pakistan, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,16.71419208,13.01902277,13.0010971,12.70830042,12.11477436,9.498055944,9.883857516,10.19935884,9.018571604,9.020849216,9.412476698,8.919490464,9.577843885,10.09418984,11.42787516,9.453802305,8.687780805,8.673389299,9.026464492,7.765359993
Palau, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,6.758949343,6.544471377,6.40065919,,,7.692619797,7.799950982,29.87633739,34.6298771,,,,
Panama, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,10.62040242,8.688842931,7.83171489,7.186381955,6.863784319,7.461970763,7.893266769,7.626285481,6.911259565,7.59447254,7.53898868,7.235741879,7.039383929,6.927037165,5.763645816,6.126940926,6.078058245,5.755778632,5.412997108,5.712857128,6.043957204,5.470282857,5.760197454,5.771805867,6.426053637,6.093828616
Papua New Guinea, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,3.133969908,3.093026746,2.944667493,2.296120631,2.097138017,,,,,,,,2.566615373,,,,,,,7.75017617,3.631786454,3.583518659,
Paraguay, World,Import,  All Products,AHS Weighted Average (%),,,,11.85507877,,,8.018551325,6.345309238,10.44914705,9.458080955,11.46280966,6.195682234,10.25214708,10.73932851,9.943469829,9.846789686,5.117757958,4.612457238,2.3986572,3.339249345,3.5939232,3.44779966,3.947877318,4.272343025,4.182446263,4.42052688,4.198400034,4.426789941,4.211108127,4.80302855,4.975728281,4.975414698,4.047755927,4.486497559,4.628202356
Peru, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,15.33858318,,12.70140601,12.70595128,12.64763653,12.81588233,11.31644906,9.921819733,9.498947764,8.69801255,8.328976751,5.253910556,5.181882683,2.088551935,2.242811239,2.51857781,1.513474632,,1.522966052,1.431200338,1.803178747,1.862565545,0.798251524,0.708689913,0.726464702,0.660322883,0.653519853,0.656464635
Philippines, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,8.532272295,7.55737461,6.365553703,6.094790968,3.774057924,3.467707923,2.62406381,2.44038914,2.855503114,3.141897116,3.101067886,2.782727297,4.09682878,3.983678768,3.962035381,1.983490166,1.850872393,1.855667099,1.801727665,1.746283717,4.169060871,1.659317372,2.112030161,1.675368078,1.67336165,1.728685895,1.756175179
Poland, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,6.07357385,8.501174319,8.627516118,6.385723549,4.192471983,2.874242925,3.116198216,3.80356261,2.364762394,1.624872067,2.011431148,2.002651484,2.044518718,1.545855468,1.542298754,1.986115757,1.236087482,1.145973614,1.215768197,1.88910857,2.027783044,2.09568046,2.034237678,1.91351021,2.063420319,1.931334715,1.861866115,1.787171434
Portugal, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,4.335223056,6.645419288,3.004346957,4.594307141,4.36557214,4.171415544,3.320058587,3.296054294,2.356295205,2.714007734,2.057305857,1.906327292,1.574854321,1.402201596,1.608090846,2.146929775,2.405737387,1.477372833,1.766041226,1.808504683,1.965815483,1.858488955,1.404935638
Qatar, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,4.281950347,4.983841176,5.121043013,4.300026108,4.276456019,3.682486816,3.704006448,,4.424506006,,4.004644396,4.099470785,3.417669765,3.367416647,3.36781196,4.216923377,3.676998419,3.467669985,3.545172633,3.533476357,3.706179057
Romania, World,Import,  All Products,AHS Weighted Average (%),,,,11.86796824,,,,,,,,7.311977738,,8.257534197,,,3.312211297,3.09232264,,2.071720554,1.582950695,2.086493362,1.647951372,1.850687279,1.408684964,1.304506416,1.461023083,1.800520083,2.058533098,1.434845872,1.285795103,1.479404573,1.378867955,1.345585587,1.218735353
Russian Federation, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,9.638746153,11.27752761,,,,10.78255632,10.80267344,,,10.4772484,,7.264364003,8.586419393,8.124235109,7.271408658,7.243274327,6.836792919,6.207014331,5.370462486,4.519510892,3.621697402,3.611438444,3.512320695,5.339517059,4.069686789,4.168390066,
Rwanda, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,7.640569366,20.1228026,8.327241169,18.6197031,14.18518059,12.44794792,17.51072639,12.91179366,7.445397232,8.033168239,6.817458327,9.405585685,8.700853149,8.899000419,9.745117614,7.334142933,13.36139396,4.075981109,9.554891864,10.18658699,11.96845724,11.29111296
Samoa, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,9.84615531,9.860126779,9.714497276,9.980984101,10.28293356,10.58343292,10.19356664,10.85394563,9.921081154,,,
Sao Tome and Principe, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,8.020894104,8.23751859,9.073100387,10.44458323,,9.459515201,9.96927406,,,
Saudi Arabia, World,Import,  All Products,AHS Weighted Average (%),,,,,,,10.72344836,,,,,11.49600798,12.48374389,11.11520428,6.527310737,7.27923829,7.006980218,4.052648829,4.121768946,3.770575604,3.247880544,3.132941959,5.264285766,4.162517489,3.573959396,3.573922528,3.394337037,4.453824572,5.665160235,4.847207939,4.736280456,4.942217157,4.227510408,,5.533883454
Senegal, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,9.404399586,8.26279088,9.121766832,9.247179208,9.201779917,9.348200243,8.485790127,8.485789313,9.001909906,8.848891593,8.511863509,8.08048548,8.079076523,8.462546032,8.620541058,8.750916192,12.30232172,11.52422756,9.121286769,9.069655087,8.879709881,8.405116501
"Serbia, FR(Serbia/Montenegro)", World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,5.800323668,7.883207328,,,,,5.630355535,5.514959547,3.556727478,2.788177861,2.358168406,,4.819616346,,1.294994066,1.373904884,1.408313498,1.438378673,,,1.716559737,
Seychelles, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,26.91993941,32.52997385,,,,32.60166832,32.58158104,30.06711081,,,,,,,,2.820341482,4.32020938,3.701342308,2.094827652,20.28191736,1.469177594,1.07228503,1.271151435
Sierra Leone, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,12.42259847,13.76528923,12.09628718,,13.79240248,,,,
Singapore, World,Import,  All Products,AHS Weighted Average (%),,3.26032842,,,,,,0.327477956,0.048681385,0.048633599,0.046162022,0.046875306,0.037619803,0.039616687,0.039131599,0.018609325,0,0.026397214,0.014995805,0.009101693,0.046904255,0.055055035,0.048176166,0.160697824,0.056705849,0.072102606,0.07080853,0.074096035,0.069514601,0.074039193,0.23694397,0.38777686,0.049953016,0.000235864,8.73061E-05
Slovak Republic, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,5.375500308,4.820779573,4.302581347,4.613352131,4.605218291,4.614929736,2.128756373,1.733240644,2.496413544,2.896047146,2.203870071,2.905454246,3.098864049,2.102826881,2.049936996,1.494691351,1.885761149,1.918000659,1.91906571,1.731339162,1.569293125,1.775065761,1.62185398,1.596228721,1.593046203
Slovenia, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,11.3819089,,10.00315746,1.649107699,1.724060515,3.148214995,2.576360035,2.736030637,3.033094615,2.491673769,2.433820655,2.710633125,2.373423022,2.095862321,1.99568601,2.290704367,2.308013178,2.213217338,2.100467255,1.934664114,1.748092603,1.368722652,2.046818283,1.462212663
Solomon Islands, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,14.59606617,,,,7.165862846,,,35.6496548,14.07602575,18.49411431,30.27665073,,,,
South Africa, World,Import,  All Products,AHS Weighted Average (%),,,,,,13.4520633,,,8.268214383,5.994500742,5.318270095,5.466534248,5.272872039,5.095137791,4.947844661,5.150461071,5.289798156,5.643200457,5.289357743,4.807372281,3.904093968,4.321402168,4.58737448,4.393937519,4.223015282,4.147406851,3.865216063,4.378380254,4.513183589,4.611729453,4.319814179,5.365852777,4.401679622,4.460883161,4.754114172
Spain, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,2.652090001,3.954094044,2.480624898,2.402838657,2.374978365,2.421115116,2.184727159,2.100038608,1.519863577,1.687715373,2.064573721,1.528033038,1.328431568,1.367735734,1.878831212,2.213455388,2.177891437,1.889003443,1.795216848,2.061882388,1.987046784,1.66909036,1.391745156
Sri Lanka, World,Import,  All Products,AHS Weighted Average (%),,,28.96413396,,,31.22256607,31.16072691,,,,,,6.776365155,6.548436725,,6.263228153,6.723551141,7.557038265,7.227501091,7.189856624,7.12253597,7.207286797,8.043392957,7.682681319,7.052636024,9.28094867,7.092989994,4.432755398,12.21188805,8.721423107,,13.29798788,6.276573795,4.356130684,
St. Kitts and Nevis, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,21.57104607,,,17.87349215,13.11020533,12.61054664,13.68128672,13.70565437,,,12.40557554,12.32105422,13.6030904,15.11145412,13.01755593,12.46180509,12.31285336,12.30894581,12.28571357,12.29261579,12.30191393,21.08230009,,,,,
St. Lucia, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,18.51666693,,,16.2993866,16.33813474,12.22108384,12.69454203,12.77583738,13.54778104,13.76167613,9.432988078,9.002259045,,,5.924716321,5.80055852,6.745935717,10.55183892,8.110371878,7.836377592,9.245648871,,,16.69820354,9.079059797,,
St. Vincent and the Grenadines, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,15.82611229,15.03741068,12.50302411,11.67571244,11.75653547,,,3.749807652,9.032329613,,,10.80262406,10.24745151,7.547881726,7.547881726,11.9072202,7.145625723,9.194343134,8.934576663,8.922469383,8.840950224,8.969546465,9.05740958,9.165664455
Sudan, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,12.11729406,12.14332991,,,,14.01241105,,,,,
Suriname, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,16.69816419,,,14.00016718,12.16570447,,,,,,,10.11690887,,10.78272581,10.78579698,9.801482273,7.609710031,7.609710031,9.952136783,10.34835454,9.932171659,,10.54469784,8.718198537,8.718198537,8.426162986,7.797139049
Sweden, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,2.753395245,3.235915137,2.410316046,2.443726709,2.073258495,2.308428249,2.163584537,2.143655527,1.665228794,1.716103699,1.932560583,1.53064165,1.387144894,1.486795299,2.007697002,2.176290976,2.103707394,1.887344527,1.72260841,1.923109855,1.833852719,1.601863195,1.385922721
Switzerland, World,Import,  All Products,AHS Weighted Average (%),,,7.353672019,,,8.843835404,,16.77234138,7.90806394,3.035549226,2.700799316,2.60014156,2.335656193,2.345014555,2.191110838,2.646544635,2.112786692,2.321238507,2.708261868,1.894538935,1.787244987,1.772775729,1.494404762,1.911116273,1.360400169,1.965200859,1.870503207,1.30432862,1.307904114,1.678262631,1.697276183,6.121958269,1.359848211,1.402125894,1.332921299
Syrian Arab Republic, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,15.5045843,,,,,,,6.300888574,7.228003886,,,,,,,,,,,,
Tajikistan, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.695673724,4.976817718,,6.371673324,3.933157444,2.306677001,
Tanzania, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,18.29223087,18.3080485,,13.06838608,,,8.379574774,8.501452886,7.845501554,7.404381533,7.208703076,7.890242583,8.797873046,8.966286206,7.599976626,9.032384519,8.372242755,8.325709835,7.278471048,8.622130544,10.56613377,8.552761301,8.367220449,8.939888585,8.671275774,9.090077116
Thailand, World,Import,  All Products,AHS Weighted Average (%),,33.65491908,,33.63033626,,36.6403019,,14.85833898,,,,33.51035901,9.540168594,8.327236968,8.090977026,8.271075871,6.02874104,4.813461211,4.618859356,4.320588269,4.274975498,4.761291052,4.999575258,4.853506212,,6.060326029,3.525221522,3.521353295,6.850241561,5.189976599,1.842837408,6.602333398,6.778247763,3.145653255,3.793560484
Togo, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,13.7878585,14.57841294,13.82841936,14.99130549,11.3612118,10.9090304,10.20143762,10.782016,10.79488344,10.40179707,,10.58588513,10.58588513,10.50745806,10.44125541,11.05807682,9.373148862,9.35647558,9.354553723,9.726966713,9.481701164,13.43497326,12.84862966,10.98464569,10.98464569,10.73118335,13.90536498
Tonga, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,4.515126912,4.515126912,4.714925862,5.120239883,5.582031947,5.497455976,5.173759596,,,,,,,,,
Trinidad and Tobago, World,Import,  All Products,AHS Weighted Average (%),,,,13.14592996,15.09312516,,,,7.178684222,,,17.85107777,5.836004576,6.560447822,4.924546141,5.461040191,6.2253228,8.302792511,12.26135886,10.3352748,13.99251587,7.881999994,8.612356442,8.615015646,8.656887604,8.62992573,,7.196941447,7.540321718,8.1533093,7.222724683,10.78406488,10.72256053,8.865491814,7.511073849
Tunisia, World,Import,  All Products,AHS Weighted Average (%),,,,,26.02424205,,,27.3550493,24.87766648,24.87766648,25.67391925,27.46127719,23.37743895,23.47414873,26.38211056,22.14403394,22.39494606,8.771410611,18.25732749,20.19809062,15.92597272,18.60983832,13.76976152,14.46282817,12.58255123,4.122559794,12.92053268,3.937187866,9.347325241,,,,,,
Turkey, World,Import,  All Products,AHS Weighted Average (%),,,,,,6.097245245,,6.740548536,3.191742576,5.652264153,3.203453459,5.340001096,2.378498309,1.945206083,1.841272466,1.921616143,2.178558508,1.501988094,1.466914046,2.05618918,1.967325026,2.213588795,2.35008824,2.652333422,,2.782989338,,3.194209341,2.736711293,3.446559912,2.503645775,3.126453524,2.85451905,3.224010072,4.366522926
Turkmenistan, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Uganda, World,Import,  All Products,AHS Weighted Average (%),,,,,,,13.53432869,,,,,,6.012475776,6.089994734,5.975302459,5.527832117,5.323822863,8.983907915,7.708692527,8.438062301,8.751783252,9.218026795,9.183945272,8.436040185,8.898342668,8.504567319,8.644142537,7.884207998,7.333894327,9.72457036,8.009750833,8.046273914,8.093928261,8.671145346,8.160190714
Ukraine, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,3.93312334,,,,,3.993183771,,,,3.053977529,4.692020663,3.845639726,1.933293895,2.89884072,1.90206018,2.054553614,2.78445761,2.062413786,1.928352332,2.455092249,1.89770231,1.558696502,5.334421006,1.665719152,1.712958883,1.856280533
United Arab Emirates, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,4.195048348,,3.690760128,3.624473664,3.624711231,,3.874883509,3.528299716,3.60864406,3.210062829,2.988482643,2.821099211,4.754579816,4.398004797,3.9409507,3.282909819,2.634317754,2.848777103
United Kingdom, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,2.724080986,4.175032261,2.980091728,3.428404356,3.26499649,3.503105478,3.177356924,2.967593183,2.4055486,2.825885079,2.8818484,2.081204141,1.72702871,1.833225601,2.389975088,2.510988916,2.081820849,1.969749523,1.91826384,1.794555038,1.638294236,0.717232577,1.021525317
United States, World,Import,  All Products,AHS Weighted Average (%),,,,3.947714847,3.949103932,3.751360455,,2.936534187,2.858665506,2.595469916,3.094413308,2.311779067,2.095656867,2.114461552,2.158553134,1.956393748,1.79374778,1.745714144,1.702409365,1.547031689,1.575528867,1.708640273,1.661390047,1.672375485,1.673401044,1.665111213,1.685707518,1.693673966,1.64886247,1.664792101,1.591779814,1.577116723,1.516905393,1.482439707,1.562509125
Uruguay, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,10.61649615,10.32461893,10.55406139,12.87538051,12.30793851,6.158432344,6.606361928,10.67159875,9.368059785,4.183645345,3.456799304,3.260638841,3.602869942,3.075692716,3.633169822,4.214297579,4.468001953,4.200683114,4.685546164,4.680929212,4.792276513,5.695001906,6.295457212,5.347758645,5.330359891,5.289753361,5.253513353,4.845872193
Uzbekistan, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63373647,2.558577754,
Vanuatu, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,15.81063116,18.92785419,,18.75961636,,,,,,,,,,,,,
Venezuela, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,11.4906416,12.69574257,13.39744887,13.68504884,13.0209494,13.37468308,14.46479778,13.69530542,12.75225917,11.87298964,12.77097802,10.60484417,11.10252365,9.620521619,9.092571551,9.957823522,8.593149106,8.591191245,8.417811357,,,,,,,,,
Vietnam, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,15.28576423,14.72521056,11.78594694,11.68782212,11.34773659,10.2096235,9.134674201,5.031320839,6.760546636,5.02448578,,3.647408435,3.535651495,3.434408309,3.143948307,2.859434323,2.694162469,4.392130636,1.656410942,1.336797538,1.170633463,1.072655311
Yemen, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,6.455301564,,,4.248105298,,3.842267268,4.303432055,4.085620278,,5.136910536,,,,,,,
Zambia, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,11.33451703,,,,14.28014839,10.6848898,8.70064355,12.58231201,9.323148926,11.56333974,9.634403385,5.251947007,4.099770691,3.293612056,3.454759275,3.550018623,3.350408244,77.86674672,3.953335343,6.221231189,,3.391121126,,4.815269931,4.809927342,42.84277089
Zimbabwe, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,11.56565913,10.55350605,17.48475634,17.33479823,,,,12.47534484,,,16.5956973,5.818885113,14.75772759,,7.416105876,5.722458862,4.992804559,14.16447098,14.18144047,12.40965047,12.35177388,11.36635017,